"reference","reef.number","name","formation","system","series","interval","latitude","longitude","biota.main","country","collection.pbdb","remarks","authors","year","title","editors","paper","number","pages"
37,29,"Spiti, Himalaya ","Nimaloksa ","Triassic ","Upper Triassic ","middle Norian ",32.1,78.1667,"Corals ","India ","36386 ","Middle Norian solitary corals dominant. Corals>sphinctozoans>chaetetids Part of abstract from 1306. The Nimaloksa Fm. documents progradation of a carbonate ramp in the latest Camian (Lower Member), followed in the Early Norian by subtidal mixed carbonate/terrigenous sedimentation (Middle Member) and by platform carbonate deposits (Upper Member). Next, the major disconformity at the base of the Alaror Group testifies to an extensional tectonic event, followed by rapid increase in quartzo-feldspathic detritus in the late Early Norian. Siliciclastic supply is reduced only during flooding stages, marked by oolitic ironstone or phosphatic condensed horizons ('Juvavites beds', 'Monotis shale'). Cleaner waters foster local development of knoll reefs around the Early/Middle Norian boundary ('Coral limestone'). Accumulation rates gradually begin to decrease before the close of the Triassic, when the 'Quartzite series' records a sharp regressive event, followed by renewed transgression at the base of the Kioto Group.","Bhargava, O.N., Bassi, U.K. ",1985,"Upper Triassic coral knoll reefs: Middle Norian, Spiti-Kinnaur, Himachal Himalaya, India. - ","  ","Facies ","12 ","219-242 "
37,3302,"Rangring reef, Himalaya ","Nimaloksa ","Triassic ","Upper Triassic ","middle Norian ",32.2333,78.0333,"Corals ","India ","36385 "," ","Bhargava, O.N., Bassi, U.K. ",1985,"Upper Triassic coral knoll reefs: Middle Norian, Spiti-Kinnaur, Himachal Himalaya, India. - ","  ","Facies ","12 ","219-242 "
37,30,"Hangrang, Kinnaur, Himalaya ","Nimaloksa ","Triassic ","Upper Triassic ","middle Norian ",31.8,78.5333,"Corals ","India ","36388 ","See also reef 29.","Bhargava, O.N., Bassi, U.K. ",1985,"Upper Triassic coral knoll reefs: Middle Norian, Spiti-Kinnaur, Himachal Himalaya, India. - ","  ","Facies ","12 ","219-242 "
38,2700,"Kirkfield, Brich Island, Ontario ","Bobcaygeon ","Ordovician ","Upper Ordovician ","Blackriverian ",46.0667,-81.7667,"Corals ","Canada ","61730 ","Small Tetradium microatoll","Kobluk, D.R., Noor, I. ",1990,"Coral microatolls and a probable Middle Ordovician example ","  ","Journal of Paleontology ","64 ","39-43 "
39,31,"Granada ","  ","Triassic ","Middle Triassic ","Ladinian ",37.1667,-3.5833,"Serpulids, worms, vermetids ","Spain ",""," ","Flügel, E., Flügel-Kahler, E., Martin, J.M. & Martin-Algarra, A. ",1984,"Middle Triassic reefs from Southern Spain. - ","  ","Facies ","11 ","173-218 "
41,32,"Gesäuse ","  ","Triassic ","Upper Triassic ","upper Norian ",47.5833,14.4667,"Calcisponges ","Austria ","36516 "," ","Dullo, W.C. ",1980,"Paläontologie, Fazies und Geochemie der Dachstein-Kalke (Ober-Trias) im südwestlichen Gesäuse, Steiermark, Österreich. - ","  ","Facies ","2 ","55-122 "
43,34,"Lovere ","Camorelli ","Triassic ","Middle Triassic ","middle Anisian ",45.8167,10.0667,"Microbes ","Italy ","67717 ","Pelsonian to early Illyrian Bindstones formed by Spongiostromata adn tubiphytes crusts. subordinate binding organisms are worms, prostromates and encrusting foraminifera. Widespread micritization.","Gaetani, M., Gorza, M. ",1989,"The Anisian (Middle Triassic) carbonate bank of Camorelli (Lombardy, Southern Alps). - ","  ","Facies ","21 ","41-56 "
45,36,"Olang ","Recoaro - Upper Serla ","Triassic ","Middle Triassic ","upper Anisian ",46.75,11.9667,"Calcisponges ","Italy ","23570 ","Late Pelsonian Paleobiology data combined for two formations and several reefs Reefs rarely in situ Different types: - mixed faunas - Olangocoelia (main reef builder) - bryozoans - corals","Senowbari-Daryan, B., Zühlke, R., Bechstädt, T. & Flügel, E. ",1993,"Anisian (Middle Triassic) buildups of the northern Dolomites (Italy): The recovery of reef communities after the Permian/Triassic crisis. - ","  ","Facies ","28 ","181-256 "
46,37,"Karwendel, Innsbruck ","Wetterstein ","Triassic ","Middle Triassic ","Ladinian ",47.3,11.4,"Calcisponges ","Austria ","38140 ","Up to 40 m thick patch reefs seaward of Wetterstein platform. Framework composed of branching corals, sphinctozoans bound by microbial micrite, Tubiphytes, sessile forams, bryozoans and Ladinella.","Brandner, R., Resch, W. ",1981,"Reef development in the Middle Triassic (Ladinian and Cordevolian) of the Northern Limestone Alps near Innsbruck, Austria. - ","Toomey, D.F. ","European Fossil Reef Models, SEPM Spec. Publ. ","30 ","203-231 "
46,38,"Hafelekar ","  ","Triassic ","Middle/Upper Triassic ","Ladinian/Carnian ",47.3028,11.4,"Calcisponges ","Austria ","45428 "," ","Brandner, R., Resch, W. ",1981,"Reef development in the Middle Triassic (Ladinian and Cordevolian) of the Northern Limestone Alps near Innsbruck, Austria. - ","Toomey, D.F. ","European Fossil Reef Models, SEPM Spec. Publ. ","30 ","203-231 "
47,2701,"North-central Kentucky ","Grant Lake ","Ordovician ","Upper Ordovician ","lower Ashgillian ",38.25,-84.6667,"Bryozoans ","United States ","","Late Maysvillian-Gamachian bryozoan reef mounds","Cuffey, R.J. ",1998,"An introduction to the type-Cincinnatian ","Davies, R.A. & Cuffey, R.J. ","Sampling the layer cake that is'nt: the stratigraphy and paleontology of the type-Cincinnatian. Ohio Div. Geol. Survey, Guidebook ","13 ","2-9 "
48,39,"Idrija ","  ","Triassic ","Upper Triassic ","Cordevolian ",46.1667,13.9167,"Corals ","Slovenia ","","Corals > spongiostromata crusts = sponges > algae > hydrozoa as reef builders. Cordevolian","Car, J., Skaberne, D., Ogorelec, B., Turnsek, D. & Placer, L. ",1981,"Sedimentological chracteristics of Upper Triassic (Cordevolian) circular quiet water coral bioherms in western Slovenia, Northwestern Yugoslavia. - ","Toomey, D.F. ","European Fossil Reef Models, SEPM Spec. Publ. ","30 ","233-240 "
50,40,"Fischerwiese, Steinplatte ","Zlambach Beds ","Triassic ","Upper Triassic ","upper Rhaetian ",47.6,12.5667,"Corals ","Austria ","38141 ","Capping facies of Steinplatte: Fisher's coral garden","Stanton, R.J., Flügel, E. ",1989,"Problems with reef models; The Late Triassic Steinplatte 'reef' (Northern Alps, Salzburg/Tyrol, Austria). - ","  ","Facies ","20 ","1-138 "
52,41,"Richthofen ","Cassian Dolomite ","Triassic ","Upper Triassic ","lower Carnian ",46.5333,11.9667,"Calcisponges ","Italy ","","MOJSISOVICS (1879: 248) was the first to describe the so-called Richthofen Reef which, due to its typical wedging out into marly Cassian basinal deposits, has become the classical example of the 'dolomitic reefs' of South Tyrol. Overall dolomitization has largely obliterated its sedimentary structures and faunal content so that it cannot be decided whether transported reef organisms in Cassian basinal sediments are derived from this and larger buildups of Cassian Dolomite,","Mojsisovics, E. von ",1879,"Die Dolomit-Riffe von Südtirol und Venetien: Beiträge zur Bildungsgeschichte der Alpen. - ","  ","  ","  ","551 pp. "
53,42,"Monte Caramolo ","Calcari ","Triassic ","Middle/Upper Triassic ","Ladinian/Carnian ",39.8,16.1167,"Calcisponges ","Italy ","25260 ","8 species of pharetronid sponges, spongiomorphids, microbial crusts, Tubiphytes and some microproblematica..","Boni, M., Iannace, A., Torre, M. & Zamparelli, V. ",1994,"The Ladinian-Carnian reef facies of Monte Caramolo (Calbria, Southern Italy). - ","  ","Facies ","30 ","101-118 "
54,145,"Coron Island ","  ","Triassic ","Upper Triassic ","Norian ",11.9333,120.2167,"Corals ","Philippines ","","Reefal facies only in reworked blocks","Fontaine, H. ",1979,"Note on the geology of the Calamian Islands, North Palawan, Philippines. - ","  ","CCOP Newsletter ","6/2 ","40-47 "
54,43,"Malajon, Palawan ","Coron ","Triassic ","Upper Triassic ","Rhaetian ",12.15,119.8167,"Corals ","Philippines ","24144 ","Microfacies poorly preserved. Most probably Rhaetian (Kiessling and Flügel 2000).","Fontaine, H. ",1979,"Note on the geology of the Calamian Islands, North Palawan, Philippines. - ","  ","CCOP Newsletter ","6/2 ","40-47 "
55,44,"Hochkönig ","Dachstein ","Triassic ","Upper Triassic ","upper Norian ",47.45,13.0667,"Corals ","Austria ","25261 "," ","Satterley, A.K. ",1994,"Sedimentology of the Upper Triassic reef complex at the Hochkönig Massif (Northern Calcareous Alps, Austria). - ","  ","Facies ","30 ","119-150 "
57,51,"North Vancouver ","  ","Triassic ","Upper Triassic ","Norian ",50.5,-127.6333,"Corals ","Canada ","172167 "," ","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,50,"Gravina Island, Alaska ","Nehenta ","Triassic ","Upper Triassic ","lower Norian ",55.3333,-131.75,"Corals ","United States ","33424 "," ","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,46,"Pilot Mountains I, Nevada ","Luning ","Triassic ","Upper Triassic ","lower Norian ",38.4083,-118.0167,"Calcisponges ","United States ","45520 ","Dated by Kriistan-Tollmann and Tollmann as lower Norian. Garfield Hills locality. Previously thought to be of deep water origin, but microatolls indicate coral growth to sea level (Stanley, 2005).","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,551,"Wrangell Mountains, Alaska ","  ","Triassic ","Upper Triassic ","lower Norian ",62.0333,-144.0833,"Corals ","United States ","","Corals and spongiomorphids","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,52,"Iliamna, Alaska ","  ","Triassic ","Upper Triassic ","Norian ",59.5,-155.5,"Calcisponges ","United States ","33407 ","Depth estimated to be some 200 m according to 423.","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,49,"South Vancouver, British Columbia ","Sutton Limestone ","Triassic ","Upper Triassic ","Norian ",48.8569,-124.2319,"Corals ","Canada ","45379 ","Wrangellia terrane Collection is from Coral zone, Cowichan Lake, Vancouver Island","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
57,47,"Lake Shasta, California ","Hosselkus Limestone ","Triassic ","Upper Triassic ","lower Norian ",40.6,-122.5,"Corals ","United States ","33354 ","Stratigraphy from Flügel (2002)","Stanley, G.D. ",1982,"Triassic carbonate development and reefbuilding in Western North America. - ","  ","Geologische Rundschau ","71 ","1057-1075 "
58,55,"Enslingen ","  ","Triassic ","Middle Triassic ","Ladinian ",49.1167,9.75,"Non-rudist bivalves ","Germany ","67649 ","Placunopsis bioherm","Bachmann, G.H. ",1979,"Bioherme der Muschel Placunopsis ostracina v. Schlotheim und ihre Diagenese. - ","  ","N. Jb. Geol. Paläont. Abh. ","158 ","381-407 "
58,54,"Marktbreit ","  ","Triassic ","Middle Triassic ","Ladinian ",49.6703,10.1433,"Non-rudist bivalves ","Germany ","67650 ","Placunopsis bioherm","Bachmann, G.H. ",1979,"Bioherme der Muschel Placunopsis ostracina v. Schlotheim und ihre Diagenese. - ","  ","N. Jb. Geol. Paläont. Abh. ","158 ","381-407 "
58,53,"Uffenheim ","  ","Triassic ","Middle Triassic ","Ladinian ",49.5489,10.2261,"Non-rudist bivalves ","Germany ","67651 ","Placunopsis bioherm.","Bachmann, G.H. ",1979,"Bioherme der Muschel Placunopsis ostracina v. Schlotheim und ihre Diagenese. - ","  ","N. Jb. Geol. Paläont. Abh. ","158 ","381-407 "
59,56,"La Riba ","  ","Triassic ","Middle Triassic ","upper Ladinian ",41.2833,1.1667,"Corals ","Spain ","73813 ","Langobardian Mud mounds with reefal caps Individual mounds up to 2 km in length.","Calvet, F., Tucker, M.E. & Henton, J.M. ",1990,"Middle Triassic carbonate ramp systems in the Catalan Basin, northeast Spain: facies, systems tracts, sequences and controls. - ","Tucker, M.E. et al. ","Spec. Publ. int. Ass. Sediment. ","9 ","79-108 "
60,57,"Zhenfeng (Chen-feng), Guizhou ","Yangliujing ","Triassic ","Middle Triassic ","Ladinian ",25.25,105.75,"Corals ","China ","78652 ","Probably only small coral patch reefs (problems with Chinese text) Similarity with German Wellenkalk is emphasized Belt striking NE-SW","Deng, Z., Kong, L. ",1984,"Middle Triassic corals and sponges form southern Guizhou and eastern Yunnan. - ","  ","Acta Paleont. Sinica ","23 ","489-504 "
60,58,"Shizong+Ch'iu-pei, Yunnan ","Lanmu ","Triassic ","Middle Triassic ","Ladinian ",24.5,104.2,"Corals ","China ","78654 ","Continuation of barrier reef tract","Deng, Z., Kong, L. ",1984,"Middle Triassic corals and sponges form southern Guizhou and eastern Yunnan. - ","  ","Acta Paleont. Sinica ","23 ","489-504 "
61,60,"Yangmeibao, Huaxi, Guizhou ","Qinyan ","Triassic ","Middle Triassic ","Anisian ",26.4667,106.7333,"Algae ","China ","78655 ","Dominated by red algae and cyanophyceans. Others are sponges, bryozoans and brachiopods. No detailed description of facies. Reef belt striking NE-SW. According to ref. 420, rich Anisian coral fauna in fore reef area.","Fan, J. ",1980,"The main features of marine Triassic sedimentary facies in Southern China. - ","  ","Riv. Ital. Paleont. ","85 ","1125-1146 "
61,59,"Mianzhu, Sichuan ","  ","Triassic ","Upper Triassic ","Carnian ",31.3167,104.2167,"Calcisponges ","China ",""," ","Fan, J. ",1980,"The main features of marine Triassic sedimentary facies in Southern China. - ","  ","Riv. Ital. Paleont. ","85 ","1125-1146 "
62,61,"Manang, Annapurna ","Tarap ","Triassic ","Upper Triassic ","middle Norian ",28.7,83.9667,"Corals ","Nepal ","67621 ","Coral patch reefs during time of reduced terrigenous input. Additionally hydrozoans, ostracodes, echinoids, filaments. Ref. 1339: After initial opening of Neotethys in the Permian, thermal subsidence and deepening continued in the Triassic. In the Scythian, three pelagic nodular carbonate intervals of Early Griesbachian to Early Dienerian, Early to mid-Smithian and latest Smithian to earliest Aegean age are interbedded with shelfal shales (Tamba Kurkur Formation). Ammonoid- and conodont-rich condensed carbonates were deposited on the outer shelf, with maximum depths around 150 div 200 m reached during transgressive stages. The Anisian to lowermost Norian shelfal succession mostly consists of marly limestones and marls (Mukut Formation). Thick calcareous siltstones rapidly accumulated in the Carnian, testifying to a new stage of tectonic extension affecting the Tethys Himalayan passive margin. The thick Tarap Formation of largely mid-Norian age points to strong continuing subsidence. Interbedded siltstones and subarkosic sandstones ('lower member') are locally overlain by coral-bearing patch reefs ('middle member'). Chamosite-bearing hybrid arenites deposited at transgressive stages characterize the 'upper member'. The Triassic succession is capped by subarkoses and quartzarenites, interbedded with dolomitic to bioclastic hybrid sandstones and silty limestones ('Quartzite Series') , in turn overlain by the Kioto Lime stone.","Fuchs, G., Widder, R.W. & Tuladhar, R. ",1988,"Contributions to the geology of the Annapurna Range (Manang area, Nepal). - ","  ","Jb. Geol. Bundesanst. ","131 ","593-607 "
